rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,class
0.012645489,0.3040121,908.575697358873,503.573092921875,1480.930144877373,0.0790624175896624,-505.02417,133.49232,7.8181086,-32.791496,-12.996444,-11.868114,-22.525604,-17.595858,-14.597731,-18.189615,-9.614702,-0.25241476,-8.285857,-15.081759,-6.385935,-1.5771888,-8.025407,-8.486904,-2.0544646,-1.8223429,1.0
0.015884291,0.38958338,1185.285042349413,716.5505513849986,1952.0862528026903,0.1133469380605381,-515.0758,124.944824,-13.187885,-21.12766,-10.5716915,-50.25451,-43.2419,2.7632422,-1.3150979,-24.86529,-14.619309,-2.8095744,-5.6350517,-3.6024148,-3.8694422,-7.5964737,-2.1185646,-0.6932654,-7.634667,-4.1347475,0.0
0.01153378,0.3887088,1111.1305776468814,715.1512242857723,1924.984463778409,0.1045429180194805,-535.87195,81.68557,2.2042909,-17.688055,-11.751474,-17.849531,-15.72349,-8.254278,-13.0336485,-13.486756,-3.6401815,-1.7185633,-4.0717235,-1.1929215,-2.3115513,-5.6845703,-2.3080804,-0.9548011,-4.0614476,-0.5311698,0.0
0.010331537,0.4349176,1132.275340298762,716.4202541815486,1939.56004790146,0.1058964416058394,-553.62354,115.97497,-4.1824636,-16.20315,9.514265,-6.811954,-14.450378,2.6887412,-5.794048,-22.743921,-8.100345,5.457546,-6.49948,-10.6517725,-0.120777436,-0.90596414,-6.8113956,-2.636021,-0.260123,-4.350874,1.0
0.00911779,0.39403582,992.5039068420856,649.4870647049164,1718.7705592105262,0.0911470570958646,-583.64124,120.36381,-6.943158,-37.67175,-12.715213,-14.633265,-24.439901,-15.112893,-9.390819,-12.753323,-9.458175,-4.1899967,-5.0039086,-6.633426,-6.187687,-3.6049094,0.27460077,-0.50226325,-4.166455,-2.0906224,0.0
0.015640743,0.37965253,996.1613093162812,617.7266607540754,1681.6963527513587,0.0922426970108695,-535.5535,127.17555,9.400083,-13.16832,1.969851,-19.735926,-31.2236,-8.021347,-1.7836479,-16.220226,-12.882669,-3.537538,-9.437038,-10.2177305,-0.37475872,-1.9130205,-9.843487,-6.9408884,-2.617355,-4.985669,0.0
0.021064233,0.40464568,1283.122418269425,704.7859907832323,2030.7056269369837,0.0605710872933884,-516.16565,87.99952,27.839691,-12.086186,-19.032146,-11.044461,-3.6897452,-3.1982908,-8.992724,-12.309388,-7.938291,-3.6986735,-5.549376,-6.9329042,-3.7714567,-2.2467344,-4.327743,-3.9546394,-0.67436004,-0.32154107,0.0
0.014903714,0.32155687,1082.9619383361194,680.1009408475683,1840.04296875,0.1000823102678571,-505.24585,104.13303,-0.77222306,-13.807415,1.5579855,-19.240223,-27.291174,-7.334498,-3.0393014,-9.982166,-5.2555003,-4.1552687,-10.242396,-6.7606635,-0.93334925,-2.597563,-2.0760124,0.5573363,-1.6458164,-2.3223479,0.0
0.018258614,0.3292997,903.4102807780478,512.9952518020979,1415.9795481687895,0.0858255374203821,-557.9026,157.98494,37.30133,-20.626682,-35.01322,-35.319798,-17.454418,-7.851222,-18.360994,-17.14029,-7.378432,-11.836939,-12.102133,-1.4609318,-4.386385,-11.488555,-4.071758,-1.4586635,-8.732259,-5.62534,0.0
0.011703833,0.42408735,1369.2085371155729,843.9160397153863,2275.5152365532063,0.0910163510687732,-535.759,107.86952,3.9026527,-3.6598854,14.299841,-13.489476,-30.546755,-13.757146,-10.992044,-18.086363,-8.132165,-5.613733,-18.085423,-12.40402,4.2131643,-0.48899075,-11.927459,-5.714811,2.087618,-3.3741772,1.0
0.019509159,0.45476866,1048.0518863758,702.238661379321,1809.1220501771909,0.1012906733247422,-494.57745,84.49477,10.152226,-4.7521114,9.125521,-0.025678398,-12.195166,-3.4985294,5.1105967,-1.4473636,-9.272316,-7.4991317,-1.8730704,-0.98109406,-4.196055,-4.3493586,-1.1777922,-1.1774387,-3.5768209,-3.0396264,0.0
0.021542193,0.3759396,942.9901971091092,564.913302394066,1546.3321864047898,0.0865991895443925,-475.17065,133.80705,9.75864,-29.131842,-9.25533,-4.6489882,-12.189831,-14.343594,-18.116732,-16.027012,-4.73481,-3.4503877,-10.574742,-7.608639,-2.2538824,-6.0700517,-7.20215,-2.3903606,-3.4692767,-6.684588,0.0
0.005807852,0.35355115,1049.18170725061,626.6062702011608,1706.275634765625,0.1019723074776785,-575.8225,109.5762,5.2604823,-20.218966,-10.078552,-13.282156,-9.34692,-7.0737567,-19.493925,-16.09811,-1.3805392,-8.503538,-17.117233,-4.0555034,3.3555734,-4.5006027,-6.3850856,-4.7376337,-6.568175,-2.9167569,0.0
0.011838745,0.3908088,981.3097645717588,675.8796223926378,1689.422153441374,0.0994298004907024,-561.94055,139.2153,30.93048,12.902182,7.6733603,-27.247147,-25.416702,-0.5807383,-6.4988856,-12.554228,0.19451317,-2.1640182,-9.903445,-0.6429641,1.9020041,-5.9050493,-1.8020602,2.0037308,-4.62509,-2.991677,0.0
0.01737324,0.38820675,875.739321520943,570.4957849799791,1453.5487863469252,0.0802504595588235,-505.3388,105.40885,20.175701,-9.690747,2.6157901,3.2998524,-11.722222,-21.794313,-20.46196,-10.713951,-4.085352,-10.137882,-15.749222,-7.2588215,1.7132567,-2.0784712,-7.6511164,-5.80614,-2.9353497,-2.5618205,0.0
0.032389134,0.39311996,833.7478685424367,515.4338950627712,1364.384326485546,0.0800770794298715,-452.71912,139.01915,29.78078,-8.695294,-0.8956583,-8.658291,-19.773413,-15.159403,-13.087123,-15.968045,-11.538914,-9.115492,-13.355353,-10.224394,-3.0638647,-5.787012,-9.642534,-4.7140074,-1.8869734,-5.341809,1.0
0.022086827,0.3935529,918.6722876619082,567.917873381728,1542.0913696289062,0.0853861490885416,-453.8998,104.263176,13.756474,-9.992891,5.1374354,-2.0991483,-15.967379,-11.422677,-8.684926,-13.701448,-7.450605,1.0337709,-5.8893595,-11.803986,-3.5345352,0.1918892,-7.0619135,-7.07497,-0.083202995,-1.7716333,0.0
0.023239402,0.37544012,1149.9711926145878,706.5250550037584,1941.291670365767,0.105926513671875,-477.8743,100.34634,-2.9618635,-22.223045,-10.310623,-23.84997,-26.197071,-10.934737,-10.175434,-13.188665,-6.397998,-5.5159154,-7.3809156,-2.0449183,-2.4308138,-7.9456677,-4.0290623,0.5906464,-3.210702,-4.1784134,0.0
0.00724708,0.3853874,741.4966843741233,601.1222091710954,1298.0400933159722,0.0631932388117283,-584.71796,129.69858,27.81611,8.567588,7.5698414,-20.88448,-23.408514,-1.7318326,-0.20427713,-7.3036327,-8.118895,-11.756772,-7.094508,2.2773945,-7.7725177,-16.807138,-1.5863241,5.2417345,-8.691623,-8.860401,0.0
0.020597624,0.36674246,1129.3655394982432,682.5849555439493,1891.3410186767576,0.1067744663783482,-482.65875,127.057236,-0.8865708,-10.822233,6.055785,-18.723236,-18.95593,-1.6055605,-18.366507,-28.064945,-6.131401,-0.7333463,-11.070729,-5.060383,-2.157891,-10.78124,-5.8229156,1.6354353,-6.336135,-8.964987,1.0
0.02581816,0.34050614,1172.9860633959242,735.5632843609026,1968.6515625,0.104234375,-489.7141,88.21343,-4.098007,-3.9126678,-2.1080534,-41.3853,-37.743652,3.0228302,1.8169264,-19.926838,-13.532944,-4.7824373,-9.681771,-6.5464168,-2.791313,-8.499141,-5.80379,1.9672538,-2.091459,-5.0229945,0.0
0.006001931,0.39310554,1175.8300300825545,664.229532970965,1894.765837296196,0.1126372848731884,-620.4254,142.35323,-21.279564,-15.948983,32.980038,-2.4824834,-29.702305,-4.4074025,-5.086288,-22.947935,-4.4613304,6.7899075,-15.613459,-15.286408,8.027068,2.5188308,-12.562105,-2.3985353,3.1510205,-8.83738,0.0
0.010986064,0.41240683,1035.605679503269,630.3104088526766,1660.7216410117574,0.1003973932549504,-535.0889,123.91685,16.71535,-11.006589,-13.947355,-26.160425,-11.56865,-0.36226085,-19.835064,-20.39208,-0.4686325,-7.0951304,-18.054398,-4.280672,0.00107667,-10.937877,-5.85135,1.2355616,-7.613813,-8.803023,0.0
0.02962069,0.3951706,941.5332409884812,713.2256889085613,1683.94775390625,0.0851275731646825,-486.57925,108.37081,16.05789,1.4984103,9.908298,-7.4460473,-12.179435,-3.357004,-10.44267,-14.867442,-5.0197687,-3.513038,-7.3671994,-3.2084444,-2.231549,-5.118237,-2.0607798,-1.9892377,-6.0751324,-1.9298756,0.0
0.012246729,0.35468373,1092.183295115631,599.4371534800932,1747.8034172858393,0.1014481124344405,-548.03754,136.80112,-9.744374,-27.750734,3.032267,-14.206448,-29.908587,-16.127542,-9.966026,-11.080838,-8.033504,-12.026318,-14.140063,-7.3766494,-8.821662,-12.801714,-4.9896736,-1.7961153,-7.959247,-5.3252254,0.0
0.019843062,0.32635373,1080.8966276190483,652.2384360113577,1779.0510858370176,0.097086326868971,-484.55923,109.73488,3.8157532,0.27479422,8.439415,-24.256525,-29.763662,-15.460527,-22.532026,-17.73747,0.43088785,-8.088091,-18.454685,-5.364002,-2.285103,-10.142983,-2.9017506,0.3626322,-9.631066,-6.523711,1.0
0.04134117,0.41828898,712.205028647027,495.6501095762249,1214.9143629807693,0.0663436498397435,-459.74872,148.48036,47.6389,-10.26388,-18.559263,-12.773965,-3.364491,3.8429146,-4.3645673,-16.98553,-13.62045,-3.8654172,-5.3491373,-9.471789,-4.610025,0.2839422,-2.3154554,-4.6832304,-2.0109816,0.2523166,1.0
0.009005466,0.36329296,1129.28320540321,609.0939170374326,1795.928955078125,0.1080787295386904,-547.81213,154.49637,-18.5946,-38.98239,1.2604802,-10.157509,-20.1923,-6.35939,-11.527177,-16.67269,-6.2640676,-12.873543,-20.873434,-2.4024353,3.6157668,-14.062068,-10.042471,5.46847,-5.1984096,-14.385025,0.0
0.020247694,0.43241036,1206.4151646628045,674.2843104010923,1866.683156866776,0.1165493078399122,-504.90646,135.63054,-17.571747,-29.163027,6.8124332,-8.735619,-17.571033,-2.7115455,-6.928198,-11.466504,-0.8606863,-2.7730997,-8.339349,-0.5024965,-1.087919,-8.751666,-2.773668,0.60593057,-7.1261377,-3.8293262,0.0
0.03560116,0.37939993,1247.664285148371,684.4720665406287,1973.744032118056,0.1139443479938271,-450.8672,111.79991,-17.570911,-28.369915,3.8234313,-15.795114,-33.883175,-14.931395,-6.51764,-13.241209,-4.950745,1.7975461,-7.968981,-10.033006,-1.116995,-3.0627067,-10.549898,-6.6292377,0.006815404,-2.8983338,0.0
0.052745394,0.3482371,1139.3517642017612,553.3216242231068,1696.3730755974266,0.102673100490196,-400.25076,135.37,-29.128342,-37.229996,22.310266,15.258695,-10.633412,-3.0592134,-3.1672902,-18.1978,-16.911097,-9.836218,-10.993411,-7.737477,-3.907458,-8.187277,-7.752777,-2.0432131,-4.5020876,-7.6768446,0.0
0.04094335,0.3998913,1262.135129410119,722.4949138664609,2039.4793342141545,0.0771580116421568,-448.4483,113.56242,5.1030316,-4.357642,18.22466,-3.2361019,-20.436996,-8.2043705,-6.773453,-14.154541,-8.332659,-7.150637,-14.152992,-7.6791334,0.85968137,-6.351764,-10.870831,-3.1205442,-0.8416533,-5.2238846,0.0
0.026460608,0.37548763,991.6852401854844,666.8308096505575,1715.8447265625,0.0928033322704081,-505.8884,115.54479,-1.5721556,-29.61646,-4.9936213,-9.703406,-27.51037,-20.885513,-7.946784,-9.743752,-14.381889,-10.094883,-4.5228744,-6.6216264,-9.685407,-4.3699894,1.0914668,-2.6831295,-5.8867636,-2.1354618,0.0
0.01276183,0.39782402,918.5402979406904,521.5214806160943,1416.6023629610656,0.084896900614754,-521.57916,102.84412,15.941601,-16.695877,-9.1140375,-7.196624,-5.4996,2.8629186,-2.0493283,-15.273397,-12.031428,0.46453482,1.4588389,-3.0329387,-2.156641,-1.9725522,-4.3417683,-2.963072,-0.59842896,-1.5423032,0.0
0.022885073,0.3491016,860.4184180785124,556.7289138237787,1408.1221211163297,0.0796575821893063,-443.6671,110.3425,29.576744,5.8544517,0.5228528,-21.28691,-24.440887,-8.448593,-7.5086246,-11.303518,-3.5609782,-2.6963985,-9.21492,-4.9930077,0.35778975,-3.6929522,-3.7210464,0.59830177,-2.0703416,-3.7692626,1.0
0.011982716,0.4156663,1171.042922115271,757.3209458420935,2024.0638245927528,0.1127150515292553,-562.6725,124.17532,14.694118,-0.23964772,-5.4957547,-31.744587,-10.481397,13.359254,-16.665953,-28.937305,0.5249528,1.3089641,-18.08477,-7.8208656,3.5199466,-7.0095897,-8.521005,-0.5932632,-3.3028045,-5.6892395,0.0
0.0131737655,0.37609258,1014.1642905902488,572.4094591275201,1559.090909090909,0.1001617739898989,-571.2548,132.99712,38.243572,8.290572,-5.9635878,-31.855158,-23.048668,3.4274273,-1.9778368,-14.966369,-7.145144,-5.1046886,-12.706277,-6.0967956,1.0831579,-6.7504706,-8.762841,-1.2205796,-3.3056333,-8.045094,0.0
0.018360887,0.40763527,882.6022362099495,552.3502037075617,1440.5079561121324,0.0802552466299019,-541.9371,140.03802,14.096563,-42.482155,-36.845463,-19.77562,-5.8181343,-8.896882,-26.077803,-23.430206,-3.9434085,-2.6714244,-12.25017,-7.9171844,-1.32848,-4.1842585,-5.2777257,-3.7664075,-5.2873683,-4.0813413,1.0
0.011085681,0.3598499,989.103095334369,585.735813486084,1601.3097360593465,0.0950614159260321,-517.0202,127.192535,3.943126,-31.103607,-11.7957,-7.2760677,-12.906952,-18.956879,-23.51243,-12.9257,-2.338498,-10.590341,-13.664181,-2.7364407,-4.3120117,-11.971093,-4.4831095,0.032967348,-8.234214,-7.088892,1.0
0.017818304,0.4287903,1535.7364813510485,942.4874300328662,2577.56010445442,0.0929406940607734,-510.37698,87.80982,-9.535151,-15.386908,4.2243814,-15.781677,-26.148264,-10.457424,-9.430211,-15.235273,-5.925479,-1.3641454,-6.623418,-4.4250793,-2.4191458,-6.3801904,-2.2287047,3.002466,-3.9491165,-7.4382987,0.0
0.020462967,0.4020462,732.4234689859591,446.6610515623354,1152.0452891586117,0.0711354555689806,-470.1953,153.48183,40.13211,-5.570777,-1.3049057,-4.561697,-11.869226,-12.068011,-14.84422,-14.160949,-4.8428164,-2.2874231,-7.574967,-6.4819827,-2.7769585,-4.343668,-4.1087565,-1.2901856,-2.862805,-4.1523657,1.0
0.014973198,0.39872795,919.752810194629,586.3213735649431,1551.52082074413,0.0845131215469613,-530.6273,123.780235,7.630718,-17.031063,12.776182,9.577126,-13.0482645,-16.270819,-13.919732,-15.47014,-8.052816,-1.5626477,-8.2478895,-11.598912,-4.894132,-4.6545067,-9.581344,-5.8196664,-0.99664354,-4.4424305,0.0
0.051312834,0.38746247,845.0596754500116,520.6673294668392,1407.4355736634975,0.0785536159600997,-390.81036,151.651,18.679451,-22.743814,-2.3357053,-5.3770385,-21.628647,-17.876783,-12.9602585,-19.469656,-19.342676,-10.92047,-8.484717,-10.791389,-9.71338,-6.4292874,-4.794074,-5.615194,-6.771095,-5.1126733,0.0
0.055848952,0.3415611,1038.135633788497,534.2442191581689,1609.9825127180231,0.098934360868863,-392.83237,147.03496,-10.674591,-43.74172,9.820349,16.12829,-23.852491,-33.429325,-14.818608,-12.267046,-19.75535,-13.313391,-2.630636,-2.6502488,-6.414866,-5.63917,-3.4322023,-3.2721403,-4.2715483,-4.6152606,0.0
0.017301733,0.38221738,832.4226008091936,504.9390404760984,1318.8947088068182,0.0802531452922078,-532.5479,125.96539,36.779232,-7.238298,-17.60295,-24.056772,-16.72927,-3.9503655,-9.022099,-15.962765,-6.853812,-2.2990587,-10.301004,-9.565564,-1.6832107,-4.4164767,-9.187749,-4.571006,-2.0594633,-5.4162054,0.0
0.010380841,0.40300086,928.7395477775286,593.1313317262936,1565.801642922794,0.0872802734375,-543.76056,134.76878,11.1065235,-17.74383,13.662719,6.0942025,-27.336226,-26.978855,-6.7583165,-5.497014,-13.464844,-10.698068,-4.947812,-3.7773933,-2.9175181,-3.4902751,-6.254925,-4.86189,-1.0175791,-2.208295,0.0
0.01849786,0.38071492,1086.6466652349063,685.4918474572265,1868.4593844126507,0.1002564947289156,-524.5501,129.63167,-6.0009375,-19.778023,2.7501297,-22.594152,-34.94841,-17.001032,-15.484203,-18.21457,-7.7155557,-8.390636,-13.1777935,-4.1589384,-3.4784837,-12.457719,-5.149659,3.7184951,-5.498885,-9.499165,0.0
0.0076170233,0.32766387,1219.006060395668,643.3962793636438,1853.376401312732,0.121306125116171,-593.4898,98.93721,16.326517,4.0118756,-0.9547702,-28.336632,-21.084093,3.4419804,-6.3334236,-17.990862,-4.4789886,-1.3328403,-10.943423,-4.7734847,3.8307989,-1.631772,-4.533724,-0.57159257,-0.6159596,-1.2480552,0.0
0.022988424,0.42606628,896.9708326975413,555.122137367213,1521.917811389218,0.0818785174763033,-492.20157,141.02231,6.8404083,-33.39744,-10.678146,-10.667499,-22.29592,-16.36614,-13.425223,-17.803368,-10.955048,-5.6384625,-14.5242,-15.542216,-3.9070077,-3.8535676,-11.853656,-7.203357,-0.8304543,-6.649571,0.0
0.05605553,0.35820988,870.2764665547415,490.6247515831608,1382.748900984522,0.0783530686716301,-408.8058,161.24141,16.601694,-29.1737,-17.677847,-23.726465,-26.483109,-17.31685,-19.76087,-18.01541,-4.214614,-7.1748857,-18.905052,-9.543381,2.3103745,-6.020027,-13.060114,-6.6293845,-3.886847,-6.914104,1.0
0.030651659,0.3858463,1014.4832614906176,601.1451261020578,1664.4061748798076,0.0939878806089743,-474.87146,145.09346,2.1485283,-37.427254,-18.680664,-19.972954,-19.274706,-10.838994,-21.87932,-25.726118,-5.206229,-2.6544878,-19.109447,-11.27029,4.376363,-6.8442388,-15.652021,-1.1923194,2.879678,-9.008084,1.0
0.032892793,0.36173305,1080.083081062572,669.1380414143102,1830.223489463876,0.0981042144495412,-477.6997,138.7351,-6.4239407,-32.838566,-11.504269,-22.674198,-23.369268,-7.504975,-10.215132,-12.596984,-4.8373322,-8.9169855,-10.446377,0.6649916,-2.5789194,-12.604003,-4.5064783,0.3161369,-9.026544,-5.931672,0.0
0.014372612,0.34450516,953.8874767305068,546.4449965378689,1536.325584808526,0.0906368542268786,-512.1826,131.45245,8.421851,-36.088642,-14.235052,-3.8106022,-15.603899,-21.712934,-17.766197,-9.255548,-1.8134713,-6.704556,-17.329641,-13.267675,-1.5207175,-3.5678241,-11.149513,-7.0186543,-1.1755067,-4.6681247,0.0
0.0023282785,0.53195226,1626.0590828143656,1008.5169480130934,2726.173732591712,0.0714588994565217,-734.1283,131.98128,14.021206,-16.978186,-8.282873,-16.14417,-12.4016905,-0.9956626,-9.165019,-13.983706,-3.2527688,-1.0609543,-5.0099297,-2.529369,-3.9577863,-6.586168,-1.3013983,-1.7735529,-8.263449,-3.630604,1.0
0.015887665,0.3853909,860.341661430358,515.8319571017022,1397.0067266208025,0.0828820982975746,-525.0273,146.41495,20.126375,-15.489818,1.9078251,-5.1196847,-17.923563,-13.936473,-16.081703,-21.240831,-10.492091,-1.0572729,-7.5788765,-12.683503,-8.504466,-4.9018197,-2.680524,-1.6418154,-6.2509036,-9.199399,0.0
0.0065564215,0.35351086,789.7306581952338,559.5212412613331,1380.1841860911886,0.0732475239071038,-585.70056,112.34324,29.364353,-3.449206,-2.797152,-8.582272,-12.200263,-9.854738,-16.60971,-21.13614,-10.08365,-3.0232928,-9.6213455,-10.585144,-3.455366,-3.9444957,-7.7302933,-3.9485037,-0.83909523,-4.394513,0.0
0.030131312,0.36810434,893.1349787835112,491.5748074964264,1394.4846413352273,0.079012784090909,-493.76373,132.99333,16.72874,-25.228075,-15.827244,-16.92491,-19.587585,-11.643476,-12.349246,-18.338575,-13.73343,-8.0399475,-9.36525,-8.70678,-6.070127,-6.794516,-6.0480356,-3.0237901,-3.1361537,-3.791204,0.0
